FechaCorte,Tipo de Sujeto,Nombre Completo,DUI,NIT,Fecha de Nacimiento,Sexo,Tipo de obligación,Moneda,Numero de Obligacion,Fecha de Otorgamiento,Fecha de Vencimiento,Periodo de Pago,Estado,Sub-estado,Numero Dias Mora,Valor Limite,Valor Saldo Total,Valor Mora Total,Valor Cuota,Tipo de Deudor,Tipo de Garantia,Fecha de Cancelacion,Calificacion
2025-04-30,F,Maximiliano Nazaret Guerra Gilabert,46090539-7,,1975-08-31,M,TDC,USD,OBL-00660,2023-10-23,,MEN,VIG,VIG,0,3524,1063,0,129,DIR,SGR,,A1
2025-04-30,F,Ricarda Hernández Baró,34299242-1,,2000-03-10,F,CON,USD,OBL-00663,2024-03-31,2028-03-31,MEN,VIG,CJU,133,16849,7119,2135.7,101,DIR,FID,,D1
2025-04-30,F,Javi Bernad-Bou,13231608-0,,1994-06-02,M,TIC,USD,OBL-00664,2024-02-17,,OTR,VIG,CJU,156,3181,636,190.79999999999998,96,DIR,SGR,,D1
2025-04-30,F,Moreno Gaya Cortina,58940173-3,,1970-01-18,M,TDC,USD,OBL-00665,2024-04-26,,OTR,VIG,CAS,203,13108,1831,549.3,111,DIR,FID,,E
2025-04-30,F,Erasmo Millán Pujol,59066032-3,,1984-07-09,M,TDC,USD,OBL-00666,2024-04-26,,QIN,VIG,CAS,219,15028,4922,1476.6,166,DIR,SGR,,E
2025-04-30,F,Luciana Bartolomé Gallardo,18188728-0,,2006-08-08,F,TIC,USD,OBL-00668,2024-03-05,,VEN,VIG,CJU,171,2458,614,184.2,126,DIR,HIP,,D1
2025-04-30,F,Susanita Murillo Díez,87981782-8,,1989-04-12,F,TIC,USD,OBL-00669,2024-05-30,,OTR,CAN,VOL,0,19358,0,0,80,DIR,AVA,2025-04-25,A1
2025-04-30,F,Ainara Vaquero-Cuevas,55901885-1,,1981-10-18,F,CON,USD,OBL-00670,2024-02-16,2029-02-16,QIN,VIG,CJU,163,7570,2417,725.1,47,DIR,AVA,,D1
2025-04-30,F,Judith Dueñas Mayoral,24595453-2,,2002-03-10,M,CMZ,USD,OBL-00671,2023-09-11,2025-09-11,MEN,VIG,CJU,205,15919,2456,736.8,82,DIR,AVA,,D2
2025-04-30,F,Jenaro Barco Torrents,86608614-3,,2007-06-27,M,CMZ,USD,OBL-00672,2023-09-09,2028-09-09,VEN,VIG,CAS,199,4233,447,134.1,76,DIR,FID,,E
2025-04-30,F,Ariel Reyes Hervia Sola,67306946-6,,1995-08-30,M,CMZ,USD,OBL-00673,2024-05-20,2029-05-20,OTR,VIG,CJU,106,6705,671,201.29999999999998,193,DIR,HIP,,D1
2025-04-30,F,Desiderio Vigil Vicens,94447321-8,,1983-04-27,M,CMZ,USD,OBL-00675,2023-09-27,2027-09-27,MEN,VIG,VIG,0,8916,4925,0,55,DIR,AVA,,A1
2025-04-30,J,Comercial Ibérica S.Coop.,,3775-941980-784-5,,,CMZ,USD,OBL-00676,2023-09-03,2026-09-03,OTR,VIG,CAS,221,8395,3678,1103.3999999999999,155,DIR,HIP,,E
2025-04-30,F,René Reyes,28781076-0,,1968-12-20,M,CON,USD,OBL-00677,2023-09-06,2027-09-06,OTR,VIG,CAS,206,12532,3204,961.1999999999999,152,DIR,AVA,,E
2025-04-30,F,Eladio Jose Carlos Real Viñas,45681112-8,,2000-02-21,M,MIC,USD,OBL-00678,2023-09-30,2027-09-30,QIN,VIG,MOR,149,8511,3185,955.5,134,DIR,FID,,C2
2025-04-30,F,Nereida Pedrosa Toledo,31851262-9,,1974-04-17,F,TDC,USD,OBL-00680,2023-12-27,,OTR,VIG,VIG,0,18717,3206,0,53,DIR,HIP,,A1
2025-04-30,F,Haydée Barreda Alberdi,63652907-2,,1985-06-01,M,CMZ,USD,OBL-00681,2023-11-02,2025-11-02,QIN,CAN,VOL,0,5598,0,0,130,DIR,FID,2025-04-14,A1
2025-04-30,F,Íngrid Uría-Vallés,47366689-5,,1995-11-10,M,CMZ,USD,OBL-00682,2023-10-23,2026-10-23,MEN,VIG,CAS,224,4555,1074,322.2,138,DIR,AVA,,E
2025-04-30,F,María de Manzanares,53013022-9,,1970-10-05,F,CMZ,USD,OBL-00683,2024-06-06,2026-06-06,VEN,VIG,CAS,197,12720,1813,543.9,108,DIR,SGR,,E
2025-04-30,F,Alcides Juan Manuel Suárez Plana,53273646-4,,1999-05-04,M,MIC,USD,OBL-00684,2023-10-06,2027-10-06,OTR,VIG,CJU,173,13328,4034,1210.2,181,DIR,AVA,,D1
2025-04-30,F,Herminio Olivé Blazquez,26379366-9,,1979-09-30,M,CMZ,USD,OBL-00685,2023-09-01,2026-09-01,OTR,VIG,CAS,203,2075,430,129.0,163,DIR,FID,,E
2025-04-30,F,Inocencio Francisco Jose Fabregat Riera,88000283-1,,1977-12-06,M,CMZ,USD,OBL-00686,2023-09-10,2026-09-10,QIN,VIG,CJU,172,11875,2699,809.6999999999999,163,DIR,AVA,,D1
2025-04-30,F,Celia Llanos-Chamorro,78378467-4,,1985-04-07,F,TIC,USD,OBL-00687,2024-02-08,,VEN,VIG,CJU,107,7313,1374,412.2,27,DIR,SGR,,D1
2025-04-30,F,Domingo Alsina-Pinto,10822076-2,,1988-06-01,M,CON,USD,OBL-00688,2024-04-14,2027-04-14,VEN,VIG,CAS,188,17653,4139,1241.7,154,DIR,HIP,,E
2025-04-30,J,Inocencio Bonilla Amor S.Coop.,,9648-383066-369-6,,,TDC,USD,OBL-00689,2023-10-23,,VEN,VIG,CJU,163,7861,1324,397.2,201,DIR,FID,,D1
2025-04-30,F,Eutropio Cuadrado Calderón,45303537-2,,1982-08-28,M,TDC,USD,OBL-00690,2024-04-14,,QIN,VIG,CAS,193,4159,432,129.6,153,DIR,AVA,,E
2025-04-30,F,Esperanza Miró-Avilés,28880081-5,,1991-05-20,F,TIC,USD,OBL-00691,2024-06-24,,OTR,VIG,CJU,182,17125,1425,427.5,177,DIR,FID,,D2
2025-04-30,F,Pía Vizcaíno-Cabezas,45097075-1,,1982-05-10,F,MIC,USD,OBL-00692,2024-02-15,2027-02-15,QIN,VIG,CAS,186,18359,4900,1470.0,45,DIR,SGR,,E
2025-04-30,F,Ezequiel del Palomares,29309391-9,,1994-07-14,M,TIC,USD,OBL-00693,2024-04-30,,MEN,VIG,CAS,200,4862,1524,457.2,225,DIR,AVA,,E
2025-04-30,F,Dora Isidora Vázquez Coello,52555123-0,,1965-05-12,F,TIC,USD,OBL-00694,2024-05-13,,QIN,VIG,CAS,202,18334,920,276.0,138,DIR,HIP,,E
2025-04-30,F,Dimas Rufino Gelabert Gabaldón,52801399-4,,1977-05-08,M,TIC,USD,OBL-00695,2024-04-16,,OTR,VIG,CJU,67,14111,6979,2093.7,126,DIR,AVA,,D1
2025-04-30,F,Almudena Barral Borja,45310345-9,,1976-12-29,F,TDC,USD,OBL-00696,2024-01-22,,OTR,VIG,CAS,235,2916,794,238.2,12,DIR,FID,,E
2025-04-30,F,Rafaela del Cid,79377847-7,,1995-03-01,F,MIC,USD,OBL-00698,2024-02-19,2028-02-19,QIN,VIG,CAS,185,2126,860,258.0,114,DIR,SGR,,E
2025-04-30,F,Wálter Chacón Exposito,23105347-9,,1974-09-09,M,CON,USD,OBL-00699,2024-05-18,2026-05-18,OTR,VIG,CJU,179,5144,1152,345.59999999999997,21,DIR,HIP,,D1
2025-04-30,F,Lupe Osorio Aznar,85956197-6,,2007-07-31,M,CON,USD,OBL-00700,2024-03-28,2027-03-28,VEN,VIG,CJU,211,19850,6483,1944.8999999999999,143,DIR,AVA,,D2
2025-04-30,F,Roxana Agustín Pont,53639321-5,,1972-10-31,F,MIC,USD,OBL-00701,2023-11-03,2027-11-03,MEN,VIG,CJU,51,15257,4667,1400.1,101,DIR,HIP,,D1
2025-04-30,F,Lázaro Saura,82173345-6,,2002-09-05,M,CON,USD,OBL-00702,2023-11-26,2028-11-26,MEN,VIG,CAS,194,14816,636,190.79999999999998,171,DIR,SGR,,E
2025-04-30,F,Serafina Zamora Cazorla,36688136-4,,1991-11-03,F,TDC,USD,OBL-00703,2024-02-24,,OTR,VIG,CAS,206,3698,1721,516.3,101,DIR,FID,,E
2025-04-30,F,Delia Olmo-Camps,10905786-4,,2006-11-16,F,TIC,USD,OBL-00704,2023-11-23,,VEN,VIG,CJU,146,2151,1215,364.5,13,DIR,SGR,,D1
2025-04-30,F,Amor Castillo Garriga,77823265-9,,1985-01-06,M,TDC,USD,OBL-00706,2024-04-28,,VEN,VIG,VIG,0,6164,1411,0,168,DIR,HIP,,A1
2025-04-30,J,Minería QZGT S.L.,,3433-305826-435-2,,,CON,USD,OBL-00707,2024-02-05,2026-02-05,QIN,VIG,CJU,212,9512,2333,699.9,160,DIR,HIP,,D2
2025-04-30,F,Macarena Dorita Villanueva Buendía,41389779-6,,1978-01-24,F,TDC,USD,OBL-00708,2024-06-14,,OTR,VIG,VIG,0,7135,2503,0,101,DIR,AVA,,A1
2025-04-30,F,Hugo de Pedrosa,46539753-8,,1991-11-23,M,CON,USD,OBL-00710,2024-04-12,2026-04-12,QIN,VIG,CJU,173,13421,4274,1282.2,158,DIR,SGR,,D1
2025-04-30,F,Jesús Belda Márquez,54527529-3,,1994-03-28,M,CMZ,USD,OBL-00711,2023-10-04,2025-10-04,MEN,VIG,MOR,135,17170,4521,1356.3,209,DIR,HIP,,C2
2025-04-30,F,Fabricio Bernat Gordillo,55827222-6,,1972-09-01,M,CMZ,USD,OBL-00712,2024-06-19,2027-06-19,OTR,VIG,CAS,184,5328,630,189.0,61,DIR,SGR,,E
2025-04-30,F,Leandro Ríos Alberto,97844282-4,,2004-06-17,M,CMZ,USD,OBL-00713,2024-06-15,2026-06-15,VEN,VIG,CJU,154,18148,723,216.9,30,DIR,HIP,,D1
2025-04-30,F,Adelaida Custodia Pazos Ortiz,91974625-7,,1974-09-14,F,MIC,USD,OBL-00714,2023-12-20,2026-12-20,VEN,VIG,CJU,124,7008,1056,316.8,179,DIR,SGR,,D1
2025-04-30,F,Reynaldo Pizarro,33724957-5,,2002-12-16,M,MIC,USD,OBL-00715,2023-09-03,2027-09-03,OTR,VIG,CJU,110,6365,725,217.5,138,DIR,AVA,,D1
2025-04-30,F,Albert Iborra Villalobos,62754246-7,,1995-01-29,M,MIC,USD,OBL-00716,2023-12-31,2028-12-31,VEN,VIG,CJU,109,10089,1705,511.5,157,DIR,FID,,D1
2025-04-30,F,Leyre Merino Martorell,84188191-0,,1970-03-19,M,TIC,USD,OBL-00717,2024-02-28,,QIN,VIG,CJU,216,18649,4578,1373.3999999999999,173,DIR,FID,,D2
2025-04-30,F,Gabriela Tomé-Jara,47408555-1,,1997-03-03,F,TIC,USD,OBL-00718,2023-12-27,,VEN,VIG,CJU,194,13149,2216,664.8,59,DIR,AVA,,D2
2025-04-30,F,Ema de Perelló,54340232-2,,2003-03-26,F,TDC,USD,OBL-00719,2023-09-02,,OTR,VIG,VIG,0,2028,708,0,192,DIR,FID,,A1
2025-04-30,F,Perlita Jove,50040446-0,,1998-04-24,F,TDC,USD,OBL-00720,2024-02-28,,MEN,VIG,CJU,124,11271,860,258.0,120,DIR,HIP,,D1
2025-04-30,F,Selena Colomer Saez,25637910-3,,1975-12-24,F,CON,USD,OBL-00721,2024-06-09,2027-06-09,QIN,VIG,MOR,25,19188,3191,957.3,211,DIR,FID,,B
2025-04-30,F,Valeria Sierra-Ortega,36616187-4,,2007-01-12,F,TDC,USD,OBL-00722,2023-12-06,,OTR,VIG,CAS,194,6500,2264,679.1999999999999,71,DIR,AVA,,E
2025-04-30,J,Compañía Integrales S.C.P,,4590-960825-940-4,,,CMZ,USD,OBL-00723,2024-05-20,2029-05-20,MEN,CAN,VOL,0,16825,0,0,195,DIR,HIP,2025-04-18,A2
2025-04-30,F,Amor Prats,67887209-8,,1991-11-07,M,CMZ,USD,OBL-00725,2023-09-17,2026-09-17,MEN,VIG,CAS,189,17817,3096,928.8,91,DIR,HIP,,E
2025-04-30,F,Isabela Escribano Alberdi,64751629-1,,1981-07-15,F,CMZ,USD,OBL-00727,2024-02-29,2026-02-28,MEN,VIG,CAS,227,3599,990,297.0,99,DIR,AVA,,E
2025-04-30,F,Hortensia Llopis Pozo,49942317-8,,2000-10-10,F,TDC,USD,OBL-00728,2024-03-05,,MEN,VIG,CJU,163,8526,1620,486.0,215,DIR,HIP,,D1
2025-04-30,J,Infraestructuras Bertrán S.L.N.E,,5792-508469-573-8,,,CMZ,USD,OBL-00729,2024-04-24,2026-04-24,QIN,VIG,CAS,238,16291,3353,1005.9,91,DIR,HIP,,E
2025-04-30,F,Malena Hurtado Cortés,65273900-5,,1966-12-20,F,CON,USD,OBL-00730,2024-02-02,2026-02-02,VEN,VIG,CAS,196,17242,4261,1278.3,219,DIR,HIP,,E
2025-04-30,J,Industrias UK S.L.,,7380-891759-364-9,,,MIC,USD,OBL-00731,2024-02-01,2026-02-01,QIN,VIG,CJU,130,4499,1208,362.4,21,DIR,HIP,,D1
2025-04-30,F,Isaías Benavides Benito,25284926-9,,1978-01-31,M,CON,USD,OBL-00732,2023-10-26,2028-10-26,OTR,VIG,CAS,193,19877,512,153.6,43,DIR,HIP,,E
2025-04-30,F,Imelda Cárdenas Talavera,54617053-1,,1976-12-07,F,TDC,USD,OBL-00733,2024-06-30,,QIN,VIG,CAS,215,13470,1612,483.59999999999997,171,DIR,HIP,,E
2025-04-30,F,Amor Lledó Perales,84362945-3,,1971-05-17,M,TDC,USD,OBL-00735,2023-11-20,,VEN,VIG,CAS,237,13329,1442,432.59999999999997,118,DIR,SGR,,E
2025-04-30,F,Carmen Viñas Balaguer,56107114-5,,2002-06-24,M,MIC,USD,OBL-00736,2023-10-12,2028-10-12,QIN,VIG,CJU,205,5303,1998,599.4,63,DIR,AVA,,D2
2025-04-30,F,Andrés Felipe Mármol Estévez,48686583-5,,1984-09-24,M,CON,USD,OBL-00737,2024-04-01,2027-04-01,MEN,VIG,CAS,190,1883,457,137.1,170,DIR,AVA,,E
2025-04-30,F,Edmundo de Estrada,27284987-9,,2004-06-02,M,MIC,USD,OBL-00738,2024-06-26,2029-06-26,VEN,VIG,CJU,149,1516,514,154.2,184,DIR,HIP,,D1
2025-04-30,F,Nadia Barceló Escolano,15588148-8,,1984-08-13,F,MIC,USD,OBL-00739,2024-06-19,2028-06-19,QIN,VIG,VIG,0,11746,2220,0,48,DIR,AVA,,A1
2025-04-30,F,Gabriela Herranz Manzano,11796351-3,,1968-02-09,F,TDC,USD,OBL-00740,2024-04-13,,QIN,VIG,CAS,184,16593,705,211.5,45,DIR,AVA,,E
2025-04-30,F,Rosaura Jáuregui,28256143-8,,1991-11-10,F,MIC,USD,OBL-00741,2024-01-19,2029-01-19,OTR,VIG,CJU,158,7091,1262,378.59999999999997,103,DIR,SGR,,D1
2025-04-30,F,Gonzalo Núñez Carlos,12314283-6,,1990-11-08,M,CMZ,USD,OBL-00742,2024-03-27,2026-03-27,MEN,VIG,CJU,96,2469,643,192.9,177,DIR,HIP,,D1
2025-04-30,F,Lorena de Barrio,77402167-9,,1973-07-23,F,MIC,USD,OBL-00743,2024-02-12,2028-02-12,VEN,VIG,CJU,164,18764,3099,929.6999999999999,109,DIR,AVA,,D1
2025-04-30,F,Evangelina Luz Mariscal,30956590-7,,1983-06-11,F,CMZ,USD,OBL-00745,2023-10-31,2027-10-31,VEN,VIG,CAS,209,18559,8494,2548.2,171,DIR,FID,,E
2025-04-30,F,Urbano de Díez,52511754-2,,2003-07-14,M,CMZ,USD,OBL-00746,2023-10-22,2025-10-22,VEN,VIG,CJU,190,19682,4407,1322.1,119,DIR,SGR,,D2
2025-04-30,F,Pastora Alberdi Benavente,51172201-6,,1995-12-14,F,TIC,USD,OBL-00747,2024-07-02,,MEN,VIG,CJU,229,6854,2955,886.5,136,DIR,HIP,,D2
2025-04-30,F,Lucía Palomino Verdú,25655558-4,,1974-07-30,F,CON,USD,OBL-00748,2024-02-22,2026-02-22,MEN,VIG,CAS,202,9954,2613,783.9,67,DIR,HIP,,E
2025-04-30,F,Elías Cuadrado Segura,90891611-2,,1976-01-23,M,MIC,USD,OBL-00749,2024-03-31,2028-03-31,OTR,VIG,MOR,4,17900,7545,2263.5,190,DIR,AVA,,B
2025-04-30,F,Marc Escudero Calderon,49799349-2,,1989-01-12,M,MIC,USD,OBL-00750,2024-05-30,2028-05-30,VEN,VIG,MOR,17,15562,518,155.4,179,DIR,SGR,,B
2025-04-30,F,Juan Antonio Martinez,56153494-4,,1971-08-23,M,CMZ,USD,OBL-00751,2024-02-03,2028-02-03,QIN,VIG,CJU,194,16945,675,202.5,117,DIR,HIP,,D2
2025-04-30,F,Feliciano Sebastián Salvà Miralles,22609085-5,,1968-12-25,M,CON,USD,OBL-00752,2023-09-10,2027-09-10,MEN,VIG,VIG,0,4517,1023,0,131,DIR,AVA,,A1
2025-04-30,F,Ricarda Yaiza Álvarez Miralles,32841588-5,,1984-05-26,F,CMZ,USD,OBL-00753,2023-09-21,2025-09-21,MEN,VIG,CAS,206,18233,2292,687.6,22,DIR,SGR,,E
2025-04-30,F,Gilberto Caparrós Donaire,89301237-6,,2004-06-25,M,MIC,USD,OBL-00754,2024-02-05,2027-02-05,MEN,VIG,CJU,175,12440,2034,610.1999999999999,69,DIR,HIP,,D1
2025-04-30,F,Nando Vilar Arco,36941313-4,,1993-11-17,M,MIC,USD,OBL-00755,2023-11-22,2026-11-22,VEN,VIG,MOR,19,8425,1277,383.09999999999997,116,DIR,SGR,,B
2025-04-30,F,Telmo Recio-Fábregas,14241672-8,,2004-06-30,M,MIC,USD,OBL-00756,2024-06-30,2029-06-30,OTR,VIG,CAS,193,17260,1577,473.09999999999997,149,DIR,AVA,,E
2025-04-30,F,Genoveva Roldán,21290444-3,,2007-08-20,F,MIC,USD,OBL-00757,2023-12-03,2026-12-03,QIN,VIG,CJU,207,16201,1954,586.1999999999999,146,DIR,FID,,D2
2025-04-30,F,Herminio Ramis Tello,83130268-5,,1973-07-12,M,CMZ,USD,OBL-00758,2024-05-15,2027-05-15,VEN,VIG,CAS,222,18699,9266,2779.7999999999997,96,DIR,AVA,,E
2025-04-30,F,Anselmo Eduardo Peralta Carbó,80161193-5,,1970-07-06,M,TDC,USD,OBL-00760,2024-05-23,,QIN,VIG,MOR,20,5715,501,150.29999999999998,165,DIR,HIP,,B
2025-04-30,F,Rita Talavera Hoz,61237244-3,,1972-12-17,F,MIC,USD,OBL-00761,2024-02-05,2028-02-05,OTR,VIG,CAS,205,10446,2098,629.4,118,DIR,HIP,,E
2025-04-30,F,Reyna Vilanova Berrocal,87306590-5,,1973-08-07,F,CMZ,USD,OBL-00762,2024-01-16,2029-01-16,MEN,VIG,CAS,235,17412,2083,624.9,81,DIR,SGR,,E
2025-04-30,F,Daniel Carrión-Abril,20831355-2,,1979-04-03,M,MIC,USD,OBL-00763,2024-05-22,2029-05-22,VEN,VIG,MOR,64,15145,2699,809.6999999999999,206,DIR,AVA,,C2
2025-04-30,F,Clotilde Ureña Prada,81961429-9,,1980-07-18,M,CMZ,USD,OBL-00764,2024-04-13,2027-04-13,VEN,VIG,CJU,160,2783,714,214.2,156,DIR,HIP,,D1
2025-04-30,F,Miguel Santana-Amores,98661871-7,,1992-12-19,M,MIC,USD,OBL-00765,2023-12-26,2026-12-26,VEN,VIG,VIG,0,15848,4640,0,145,DIR,FID,,A1
2025-04-30,F,Segismundo Acedo-Álamo,28409393-2,,2007-03-04,M,CON,USD,OBL-00767,2024-01-18,2027-01-18,OTR,VIG,CJU,209,15858,468,140.4,28,DIR,HIP,,D2
2025-04-30,J,Leyre Sáenz Tamayo S.A.,,1821-693116-430-5,,,CON,USD,OBL-00768,2023-09-20,2025-09-20,QIN,VIG,CAS,199,12553,4366,1309.8,52,DIR,FID,,E
2025-04-30,J,Consultoría Españolas S.L.U.,,1890-296609-510-3,,,TDC,USD,OBL-00769,2024-02-03,,OTR,VIG,CAS,182,10067,647,194.1,82,DIR,SGR,,E
2025-04-30,F,Carmela Sevilla Rosselló,57657664-0,,1967-10-05,F,MIC,USD,OBL-00770,2024-02-01,2028-02-01,VEN,VIG,CJU,164,19368,5276,1582.8,117,DIR,FID,,D1
2025-04-30,F,Rafaela Navarro Araujo,89923544-9,,2004-05-23,F,CMZ,USD,OBL-00772,2023-10-18,2028-10-18,OTR,VIG,MOR,20,19645,2153,645.9,115,DIR,AVA,,B
2025-04-30,F,Aurelia Cervantes Cañizares,56841654-9,,1973-08-21,F,TDC,USD,OBL-00773,2024-06-24,,VEN,VIG,CJU,142,18658,2319,695.6999999999999,19,DIR,AVA,,D1
2025-04-30,F,Íngrid Ballesteros Guillén,65018028-8,,1976-03-29,M,CON,USD,OBL-00775,2023-12-03,2027-12-03,VEN,VIG,CJU,54,13822,1371,411.3,148,DIR,SGR,,D1
2025-04-30,F,Rosario del Gascón,34785436-0,,1979-12-16,M,MIC,USD,OBL-00776,2024-01-29,2027-01-29,QIN,VIG,CAS,191,2246,1122,336.59999999999997,68,DIR,FID,,E
2025-04-30,F,Amor Bastida Amat,51569678-7,,1991-03-26,M,CON,USD,OBL-00778,2023-09-16,2025-09-16,QIN,VIG,CJU,144,12025,2200,660.0,66,DIR,SGR,,D1
2025-04-30,F,Paco Andreu Barrio,70051216-3,,2007-03-17,M,MIC,USD,OBL-00779,2023-12-07,2027-12-07,QIN,VIG,CJU,171,7896,3740,1122.0,176,DIR,FID,,D1
2025-04-30,F,José Antonio Giner-Abella,43560820-8,,1979-12-12,M,TDC,USD,OBL-00780,2024-01-29,,QIN,VIG,CJU,182,7656,1830,549.0,118,DIR,HIP,,D2
2025-04-30,F,Natalia Tejedor Bernad,42322533-2,,1996-06-18,F,MIC,USD,OBL-00782,2023-11-09,2025-11-09,QIN,VIG,VIG,0,15040,2942,0,90,DIR,SGR,,A1
2025-04-30,F,Calista Trillo Sanjuan,82394694-8,,1982-03-13,F,MIC,USD,OBL-00784,2023-11-04,2025-11-04,MEN,VIG,VIG,0,4731,509,0,39,DIR,SGR,,A1
2025-04-30,F,Cristina Roselló Casals,81067168-5,,1984-01-10,F,MIC,USD,OBL-00785,2024-06-07,2026-06-07,QIN,VIG,CJU,147,2318,1007,302.09999999999997,128,DIR,AVA,,D1
2025-04-30,F,Nicodemo Pagès Lucena,88979401-3,,2007-07-14,M,CON,USD,OBL-00786,2024-02-12,2028-02-12,QIN,VIG,CJU,115,19307,6358,1907.3999999999999,91,DIR,HIP,,D1
2025-04-30,F,Charo Montesinos,19588816-4,,1994-09-01,M,CMZ,USD,OBL-00787,2024-01-28,2029-01-28,OTR,VIG,CJU,198,16957,1979,593.6999999999999,138,DIR,AVA,,D2
2025-04-30,F,Tecla de Ramos,62650914-9,,1972-07-17,F,TIC,USD,OBL-00789,2023-10-08,,QIN,VIG,CJU,61,12273,2251,675.3,50,DIR,FID,,D1
2025-04-30,F,Coral Palomares-Nevado,33641727-1,,1993-09-12,M,TDC,USD,OBL-00790,2024-06-08,,VEN,VIG,VIG,0,16930,2818,0,161,DIR,SGR,,A1
2025-04-30,F,Gisela Zorrilla Bayo,19805336-1,,1995-03-18,F,CON,USD,OBL-00791,2023-11-29,2027-11-29,VEN,VIG,CJU,102,18141,570,171.0,79,DIR,HIP,,D1
2025-04-30,F,Anna Borrás Puga,20246645-5,,1995-01-26,F,CMZ,USD,OBL-00792,2024-01-13,2026-01-13,QIN,VIG,CJU,187,2106,918,275.4,87,DIR,FID,,D2
2025-04-30,F,Wálter Girón Hierro,84633888-0,,1979-03-22,M,CON,USD,OBL-00794,2023-12-15,2027-12-15,MEN,VIG,CAS,209,7156,1944,583.1999999999999,7,DIR,FID,,E
2025-04-30,J,Silvio Carbó Capdevila S.Com.,,7451-538080-825-9,,,CON,USD,OBL-00795,2023-10-02,2026-10-02,QIN,VIG,CAS,202,7841,2953,885.9,114,DIR,HIP,,E
2025-04-30,F,Rodrigo de Lasa,99748137-7,,1994-07-30,M,TDC,USD,OBL-00796,2024-06-25,,OTR,VIG,MOR,129,11367,690,207.0,187,DIR,FID,,C2
2025-04-30,J,Compañía KD S.Coop.,,5874-968209-145-0,,,MIC,USD,OBL-00798,2024-03-13,2028-03-13,VEN,VIG,MOR,114,6894,1942,582.6,80,DIR,SGR,,C2
2025-04-30,F,Alba Quirós-Pont,57727185-1,,1985-02-05,F,CMZ,USD,OBL-00799,2024-03-30,2026-03-30,MEN,VIG,CAS,205,19346,6931,2079.2999999999997,169,DIR,SGR,,E
2025-04-30,F,Ileana Ortega-Vigil,95028999-2,,1985-01-26,F,TDC,USD,OBL-00800,2024-01-05,,QIN,VIG,CAS,203,16370,4879,1463.7,122,DIR,FID,,E
2025-04-30,F,Francisco Javier Porta Badía,16223960-9,,1966-08-30,M,CON,USD,OBL-00801,2023-12-26,2028-12-26,OTR,VIG,CAS,202,2020,877,263.09999999999997,156,DIR,HIP,,E
2025-04-30,F,Albina Atienza Valenzuela,60341208-5,,1991-05-01,F,CMZ,USD,OBL-00802,2024-06-08,2029-06-08,VEN,VIG,CAS,197,1402,742,222.6,14,DIR,AVA,,E
2025-04-30,F,Delia de Molina,16605327-4,,1986-06-26,F,TDC,USD,OBL-00803,2023-09-14,,MEN,VIG,VIG,0,3254,340,0,47,DIR,SGR,,A1
2025-04-30,F,Áurea Pili Borja Barberá,40455798-3,,2000-07-23,F,CON,USD,OBL-00804,2023-12-29,2027-12-29,MEN,VIG,CAS,196,11060,1699,509.7,23,DIR,HIP,,E
2025-04-30,F,Montserrat Flora Heras Huertas,40102450-0,,1986-09-21,M,CON,USD,OBL-00806,2024-04-07,2029-04-07,VEN,VIG,CJU,227,8339,3946,1183.8,114,DIR,FID,,D2
2025-04-30,F,Manola Dueñas Seco,83216977-8,,1971-03-11,F,CMZ,USD,OBL-00807,2023-10-31,2028-10-31,MEN,VIG,CJU,188,15554,2956,886.8,84,DIR,HIP,,D2
2025-04-30,F,Severino Tapia,93149733-5,,1990-04-05,M,TDC,USD,OBL-00809,2024-03-16,,QIN,VIG,CJU,167,10725,1633,489.9,76,DIR,SGR,,D1
2025-04-30,F,Pelayo Lasa Miró,54870161-3,,2000-07-28,M,TIC,USD,OBL-00810,2023-10-16,,MEN,VIG,CAS,207,7629,916,274.8,121,DIR,FID,,E
2025-04-30,J,Suministros Acosta & Asociados S.Coop.,,6979-865662-177-7,,,TDC,USD,OBL-00811,2024-05-16,,OTR,VIG,CJU,86,16991,1647,494.09999999999997,168,DIR,SGR,,D1
2025-04-30,F,Aarón Neira Sevilla,55794655-4,,2004-06-19,M,TDC,USD,OBL-00812,2024-01-09,,QIN,VIG,CJU,157,16830,413,123.89999999999999,57,DIR,SGR,,D1
2025-04-30,F,Francisco Javier Marcelino Quirós Benavente,75876662-3,,1975-05-07,M,MIC,USD,OBL-00813,2024-06-20,2026-06-20,QIN,VIG,CAS,209,16978,7441,2232.2999999999997,168,DIR,SGR,,E
2025-04-30,F,Roberta Franco Vigil,93975495-5,,1965-04-19,F,TDC,USD,OBL-00814,2023-11-21,,OTR,VIG,CJU,69,15507,3556,1066.8,80,DIR,SGR,,D1
2025-04-30,F,Ana Nebot,25781564-8,,1966-12-09,F,CMZ,USD,OBL-00815,2023-12-10,2028-12-10,QIN,VIG,CJU,178,13899,1252,375.59999999999997,209,DIR,AVA,,D1
2025-04-30,F,Edmundo del Pol,43710887-2,,1995-12-05,M,CON,USD,OBL-00817,2024-03-14,2029-03-14,MEN,VIG,CJU,231,19964,5718,1715.3999999999999,127,DIR,SGR,,D2
2025-04-30,F,Nerea del Tovar,70458816-5,,1993-07-20,F,TDC,USD,OBL-00818,2023-12-15,,QIN,VIG,VIG,0,9056,1959,0,113,DIR,AVA,,A1
